system:index,Subbasin,aet,date,pdsi,pet,pr,ro,soil,swe,tmmn,tmmx,.geo
198312_0000444f8f5d5affa846,13,146.72780358980714,1.9831201E7,-115.27559340296102,190.21860203900656,15.863287963522744,0.7012809136837415,979.5980770044442,4.100389992600334,-22.462503666926633,72.6279245022778,
198312_0000d4da10d8dcbac1b0,12,58.8330454573968,1.9831201E7,-111.24442724877566,92.68959468470196,10.326191748711302,0.15314131443021867,1105.0366216861062,10.021959732737143,-73.35242692530537,46.1506770692773,
198312_0000daa2e88e222a53c3,9,36.28445621891245,1.9831201E7,-9.749780707787357,69.57526746423649,7.19721145077017,0.0,1264.0594629158968,7.201756568972862,-82.55675498405121,47.02732528663915,
198312_00008c159663543e8645,8,30.831934091568474,1.9831201E7,-30.157448140732367,58.982319893448484,6.486296610572236,0.0,1130.988237152833,11.954850321115885,-100.46456278095556,37.95609596962114,
198312_0000de5013cc29300392,6,6.526445160841218,1.9831201E7,32.233456186096205,21.05423499176871,4.406392580981677,0.0,1031.3681731344443,15.484247962677617,-127.50665334838556,29.930033127526315,
198312_0000168c334242d20765,5,2.6439174746491076,1.9831201E7,45.41079557187713,7.475648406633405,4.402946850049322,0.0,1206.2758454636328,12.662408073992937,-129.12578864090304,28.682168624279743,
198312_0000cb0aabacd678f3cf,2,0.0,1.9831201E7,86.35137950949482,0.0,2.556976133279663,0.0,1030.3086192563353,11.030835446557688,-157.68393750295965,15.578938909695035,
198312_0000181e9ee1021c33fd,1,0.0,1.9831201E7,54.634598644086736,0.0,2.8612012195028473,0.0,1162.079715700316,27.24951727896136,-167.12641481854777,0.22630052076555277,
198312_0000cafaf5ad395dbed2,3,0.8228779985750597,1.9831201E7,92.4079821672135,3.616212260330112,3.0687241433868544,0.0,935.7456779798484,25.74752056584785,-166.9219117127657,9.112181293299326,
198312_0000f539b753c50b4245,4,0.06558722881396117,1.9831201E7,62.2136548357423,0.732836132172913,4.042756126664885,0.0,976.7678138585446,36.56876588875772,-175.61628064726355,-2.122654287006803,
198312_000093627540d08c2e25,7,3.7415361890333165,1.9831201E7,-58.38523031890786,9.788790744089475,6.372856415602368,0.0,1075.7696656119808,31.965422785553372,-154.68177826807172,0.4920024730153722,
198312_0000976156db9c725e35,10,1.0617060415907258,1.9831201E7,-118.10054259607696,3.0448665924889275,5.364107351287954,0.0,1114.3360598169725,32.637053864561466,-166.71300351866728,-10.520864395219759,
198401_000071ae51516e393968,11,2.1774807293372564,1.9840101E7,-101.2004011750133,3.890906280638211,11.614820648608486,0.011803936686965742,1177.1343860801683,37.758407028546756,-157.03646436750944,-23.32914004896569,
198401_0000266fb817570ef2ea,14,49.49548163939023,1.9840101E7,-32.17715986913477,74.7211043135104,17.697217516385077,0.2499438809138539,1018.3599246735741,18.482282356925445,-72.46082832734557,25.5058901299086,
198401_0000444f8f5d5affa846,13,108.58966954758114,1.9840101E7,16.69297279816114,150.51265061994198,20.353580602079248,0.5316583074810776,971.9952164266224,13.973048307015464,-56.05238208604825,43.292160293529456,
198401_0000d4da10d8dcbac1b0,12,14.584819557870476,1.9840101E7,-15.21399181980057,32.456080489297705,15.061212871749461,0.03996165754848465,1110.2268785533042,22.99498069195964,-107.98132537719307,13.375013834100857,
198401_0000daa2e88e222a53c3,9,3.6848115363191662,1.9840101E7,40.49947484813295,13.96708081274592,12.39051589335548,0.0,1267.3460757565047,18.72847892616309,-116.63146203133395,14.849510436500616,
198401_00008c159663543e8645,8,4.146790782056818,1.9840101E7,33.854033739818036,16.446471868285983,11.73361701395353,0.0,1133.9612733353297,22.87141442717561,-132.281062409927,6.501829503499052,
198401_0000de5013cc29300392,6,0.09813352292430025,1.9840101E7,79.30596118030554,1.4533709685202683,9.49135105887541,0.0,1031.676322023241,24.879325280973944,-158.23919051304696,-1.879066206235247,
198401_0000168c334242d20765,5,0.05582873503860081,1.9840101E7,70.66466560325453,0.6838789974078142,10.222072361745816,0.0,1206.4642661662315,22.844935181691227,-164.0115854199279,-5.741607356878835,
198401_0000cb0aabacd678f3cf,2,0.0,1.9840101E7,108.8039739136169,0.0,9.230820882672472,0.0,1030.3086192563353,20.256537046462007,-189.29737706693558,-17.23448281690531,
198401_0000181e9ee1021c33fd,1,0.0,1.9840101E7,91.12525601331531,0.0,10.378686723636958,0.0,1162.0797157003162,37.70339525393939,-197.97617864473997,-31.47925834991873,
198401_0000cafaf5ad395dbed2,3,0.029017438003185132,1.9840101E7,117.85671620208115,0.5175479174353284,10.533419953768915,0.0,935.8638693591972,36.239813347567576,-194.26701950236713,-20.31355737396841,
198401_0000f539b753c50b4245,4,0.0,1.9840101E7,96.40278996546259,0.0,11.09773225425571,0.0,976.7678138585449,47.70355730878625,-203.66644246442718,-31.09261364586764,
198401_000093627540d08c2e25,7,0.20449409304822208,1.9840101E7,10.381273114077922,1.2917430046539446,12.78539481543974,0.0,1076.0702680462416,44.724338493505606,-187.77099079082834,-32.65695145858612,
198401_0000976156db9c725e35,10,0.014897712074957846,1.9840101E7,-65.61974570155023,0.2659965147198965,10.085723918853745,0.0,1114.4192259388303,42.64833588422662,-198.2525942440454,-41.24049931886722,
198402_000071ae51516e393968,11,7.558426575167843,1.9840201E7,-123.23345849145363,15.908944983607038,3.5829327706886427,0.02102376110419227,1177.0297798280465,40.593844820201106,-135.3915450301239,-4.714665837298116,
198402_0000266fb817570ef2ea,14,88.29551845112503,1.9840201E7,-64.28779078529412,149.81191300043747,5.349589540439161,0.10781117580232166,973.9211560903349,19.323345948142336,-46.6184448996363,47.83015820650503,
198402_0000444f8f5d5affa846,13,154.57650007431715,1.9840201E7,-44.25487644054964,260.733560387578,5.352936015448938,0.12001948335615027,870.5970341562024,13.752526093258295,-25.550627503787343,67.26681971334118,
198402_0000d4da10d8dcbac1b0,12,62.70228492535497,1.9840201E7,-66.26930787071797,111.78017388701564,3.790941668194238,0.13291584764492814,1080.0025343710959,23.311167293277332,-82.09381132769407,34.26587409649804,
198402_0000daa2e88e222a53c3,9,59.63942452449493,1.9840201E7,-8.01024925126664,108.88544583458042,2.9902753512341347,0.09217114651593396,1240.1565427765488,18.350628840519,-88.46546519002086,39.411725402580814,
198402_00008c159663543e8645,8,63.26406574509378,1.9840201E7,-11.489943133481034,113.1352552597121,2.8921472665949657,0.08054943322607536,1093.7609183246357,23.271279807908154,-105.64155274914428,33.276968822329806,
198402_0000de5013cc29300392,6,25.863282050327157,1.9840201E7,9.845082394539798,62.46983411798903,1.8740699117002302,0.0,1021.4490186460796,25.12418326711981,-134.46406580923565,28.552410353546136,
198402_0000168c334242d20765,5,5.83425837842034,1.9840201E7,-37.23712454155999,11.371219789353507,2.0103647858341143,0.0,1202.960970931777,24.597176463112973,-142.14984461720996,19.2082420573626,
198402_0000cb0aabacd678f3cf,2,0.0,1.9840201E7,12.881144674163895,0.0,1.2162464058293818,0.0,1030.3086192563355,21.6226838382438,-166.66805926409066,12.60760211201201,
198402_0000181e9ee1021c33fd,1,0.0,1.9840201E7,-3.6973594168234665,0.0,1.7035982927183118,0.0,1162.0797157003162,39.31859290910977,-174.8449635423102,-5.629469886722142,
198402_0000cafaf5ad395dbed2,3,8.390540661558788,1.9840201E7,33.873416500755766,19.63960613302188,1.006760644201567,0.0,931.9245441436545,36.91395728342407,-174.24865880519476,10.518993238976002,
198402_0000f539b753c50b4245,4,1.495365254970962,1.9840201E7,10.278404050932716,5.3072336867380825,1.0917982952297594,0.0,976.7097243191088,48.726124693344836,-182.97992172232918,3.200785674186414,
198402_000093627540d08c2e25,7,7.5434399980772,1.9840201E7,-47.07558861418936,15.800852410870885,2.2948306347021417,0.015049382228209665,1071.8383827685186,46.68676386817519,-166.9293335717811,-4.183970699683301,
